ID_Venda,Data_Venda,Cliente,Sexo,Idade,Produto,Categoria,Tamanho,Cor,Quantidade,Preço_Unitário,Forma_Pagamento,Estado,Cidade,Vendedor,Canal_Venda,Desconto (%),Avaliação (1-5)
786,2025-05-17,Isis da Cunha,M,27,Macacão Longo,Macacão,G,Branco,2,215.92,Pix,MG,Belo Horizonte,Marcos Silva,Loja Física,5,5
787,2025-06-16,Heitor Fogaça,F,20,Camisa Social,Blusa,G,Bege,3,50.82,Cartão Débito,BA,Salvador,Fernanda Lima,Online,15,5
788,2025-05-18,Bernardo da Cunha,F,41,Jaqueta Jeans,Casaco,G,Vermelho,1,136.92,Dinheiro,RJ,Petrópolis,Lucas Pires,Online,20,5
789,2025-07-11,Kaique Jesus,M,52,Short Jeans,Calça,36,Jeans,3,299.66,Pix,BA,Feira de Santana,Renata Souza,Online,10,3
790,2025-05-22,João Guilherme Fernandes,M,42,Jaqueta Jeans,Casaco,M,Vermelho,2,94.12,Dinheiro,RS,Porto Alegre,Juliana Reis,Online,20,5
791,2025-11-04,Dra. Luna da Paz,M,57,Bermuda Cargo,Calça,M,Preto,1,212.31,Pix,RS,Caxias do Sul,Lucas Pires,Online,0,5
792,2025-04-26,Daniel Jesus,F,30,Camiseta Básica,Blusa,G,Vermelho,1,105.62,Pix,BA,Vitória da Conquista,Lucas Pires,Online,15,5
793,2025-12-07,Helena Nascimento,M,60,Blazer Feminino,Casaco,M,Vermelho,1,284.8,Dinheiro,RJ,Petrópolis,Marcos Silva,Online,10,5
794,2025-03-12,Dr. Isaac Pinto,M,39,Camiseta Básica,Blusa,GG,Azul,1,56.46,Cartão Débito,MG,Contagem,Renata Souza,Online,20,4
795,2025-12-21,Maria Vitória Cunha,F,58,Camisa Social,Blusa,M,Amarelo,3,148.23,Pix,SP,Santos,Fernanda Lima,Online,15,5
796,2025-05-28,Sr. Lucca Lopes,M,58,Short Jeans,Calça,36,Vermelho,1,74.79,Dinheiro,RJ,Petrópolis,Renata Souza,Loja Física,0,5
797,2025-06-06,Gabrielly Gonçalves,F,54,Vestido Floral,Vestido,P,Preto,1,159.26,Pix,RS,Porto Alegre,Lucas Pires,Loja Física,0,5
798,2025-04-17,Dra. Luiza Farias,F,42,Saia Plissada,Saia,P,Rosa,3,274.38,Dinheiro,MG,Belo Horizonte,Lucas Pires,Online,20,3
799,2025-03-08,Emilly Novaes,F,24,Jaqueta Jeans,Casaco,G,Azul,3,296.1,Cartão Débito,SP,São Paulo,Marcos Silva,Online,15,5
800,2025-10-15,Miguel da Paz,M,19,Bermuda Cargo,Calça,M,Jeans,2,278.08,Pix,RJ,Niterói,Lucas Pires,Online,0,5
801,2025-03-19,Carolina Vieira,M,18,Bermuda Cargo,Calça,M,Vermelho,2,272.33,Cartão Débito,BA,Salvador,Renata Souza,Loja Física,5,3
802,2025-04-07,Sra. Rafaela da Rocha,M,25,Saia Plissada,Saia,M,Jeans,3,199.9,Cartão Débito,SP,São Paulo,Renata Souza,Loja Física,20,5
803,2025-02-27,Ryan Campos,M,26,Short Jeans,Calça,40,Branco,1,266.62,Cartão Débito,SP,São Paulo,Lucas Pires,Loja Física,0,4
804,2025-11-29,Nicole Sales,M,50,Blazer Feminino,Casaco,P,Preto,2,226.92,Pix,MG,Uberlândia,Fernanda Lima,Online,15,4
805,2025-08-05,Fernanda Duarte,F,49,Calça Jeans Skinny,Calça,42,Preto,3,248.19,Pix,RS,Caxias do Sul,Juliana Reis,Online,5,5
806,2025-06-02,Brenda Pereira,M,41,Calça Jeans Skinny,Calça,40,Amarelo,1,201.72,Cartão Crédito,BA,Salvador,Juliana Reis,Loja Física,20,5
807,2025-09-17,Ana Julia Porto,F,25,Short Jeans,Calça,38,Amarelo,2,123.27,Cartão Débito,RS,Caxias do Sul,Marcos Silva,Online,15,5
808,2025-08-01,Maria Luiza Nunes,F,18,Saia Plissada,Saia,P,Preto,1,214.14,Dinheiro,MG,Belo Horizonte,Lucas Pires,Online,10,4
809,2025-02-12,Olivia Peixoto,F,24,Macacão Longo,Macacão,M,Rosa,3,66.46,Pix,MG,Contagem,Marcos Silva,Loja Física,5,5
810,2025-07-31,João Guilherme Teixeira,F,35,Camisa Social,Blusa,GG,Cinza,2,99.44,Pix,SP,Campinas,Lucas Pires,Loja Física,15,4
811,2025-03-05,Ana Júlia Cavalcanti,F,47,Macacão Longo,Macacão,M,Amarelo,2,109.01,Dinheiro,SP,Campinas,Fernanda Lima,Online,0,3
812,2025-07-16,Rafael Moraes,M,37,Short Jeans,Calça,40,Azul,2,211.09,Dinheiro,SP,Campinas,Marcos Silva,Online,0,4
813,2025-12-02,Mariana Barbosa,M,59,Short Jeans,Calça,38,Jeans,3,61.67,Cartão Crédito,MG,Contagem,Marcos Silva,Loja Física,15,3
814,2025-08-03,Nicole Nunes,F,30,Camiseta Básica,Blusa,P,Branco,1,298.29,Dinheiro,BA,Salvador,Renata Souza,Loja Física,5,5
815,2025-05-16,Dr. Calebe Alves,M,57,Camiseta Básica,Blusa,G,Azul,1,61.9,Pix,MG,Belo Horizonte,Marcos Silva,Loja Física,10,5
816,2025-09-07,Enzo Gabriel Silva,M,60,Macacão Longo,Macacão,M,Preto,1,129.73,Cartão Crédito,RJ,Petrópolis,Renata Souza,Loja Física,15,5
817,2025-01-26,Maria Eduarda das Neves,F,40,Blazer Feminino,Casaco,M,Cinza,3,170.58,Pix,SP,Campinas,Fernanda Lima,Loja Física,10,5
818,2025-07-18,Dr. Lucas Gabriel Santos,F,49,Bermuda Cargo,Calça,G,Azul,1,53.18,Cartão Crédito,RJ,Niterói,Marcos Silva,Loja Física,15,5
819,2025-12-25,Sr. Lucca Cavalcanti,F,32,Short Jeans,Calça,40,Cinza,2,227.03,Dinheiro,RJ,Petrópolis,Juliana Reis,Online,0,5
820,2025-06-16,Ana Júlia Correia,F,27,Short Jeans,Calça,36,Vermelho,1,67.06,Pix,BA,Salvador,Lucas Pires,Loja Física,10,4
821,2025-11-25,Srta. Isabel Lima,M,25,Blazer Feminino,Casaco,P,Verde,1,168.96,Pix,RS,Caxias do Sul,Lucas Pires,Online,10,4
822,2025-12-27,Valentina da Rocha,M,24,Jaqueta Jeans,Casaco,M,Bege,2,176.88,Cartão Crédito,SP,Campinas,Juliana Reis,Online,10,4
823,2025-07-25,Isabel Ribeiro,M,24,Vestido Floral,Vestido,M,Branco,3,118.88,Cartão Crédito,RS,Caxias do Sul,Fernanda Lima,Loja Física,20,4
824,2025-03-25,Rebeca Porto,F,57,Camiseta Básica,Blusa,P,Amarelo,2,109.59,Pix,RS,Porto Alegre,Juliana Reis,Online,10,3
825,2025-01-14,Heitor Barbosa,M,18,Calça Jeans Skinny,Calça,42,Rosa,1,246.33,Cartão Crédito,MG,Contagem,Fernanda Lima,Online,10,5
826,2025-04-13,Srta. Alexia Mendes,F,18,Vestido Floral,Vestido,P,Cinza,3,67.26,Pix,RJ,Niterói,Juliana Reis,Online,15,3
827,2025-11-26,Renan da Cunha,M,55,Calça Jeans Skinny,Calça,36,Branco,3,239.97,Cartão Crédito,SP,Santos,Juliana Reis,Loja Física,10,4
828,2025-12-31,Luiz Henrique da Luz,F,27,Camiseta Básica,Blusa,P,Amarelo,3,297.5,Cartão Crédito,RJ,Petrópolis,Lucas Pires,Online,20,5
829,2025-05-23,Isaac Pereira,M,41,Saia Plissada,Saia,M,Jeans,3,137.6,Pix,RS,Caxias do Sul,Lucas Pires,Online,15,4
830,2025-09-08,João da Mata,F,44,Saia Plissada,Saia,G,Amarelo,2,78.09,Cartão Débito,RS,Pelotas,Fernanda Lima,Online,0,4
831,2025-07-22,Mirella Pinto,F,35,Vestido Floral,Vestido,G,Vermelho,2,101.48,Pix,SP,São Paulo,Juliana Reis,Loja Física,15,4
832,2025-11-13,Vicente da Paz,F,55,Saia Plissada,Saia,M,Vermelho,3,154.22,Pix,MG,Uberlândia,Marcos Silva,Loja Física,5,4
833,2025-12-14,Lara Nogueira,M,27,Blazer Feminino,Casaco,G,Cinza,2,77.45,Pix,SP,Campinas,Marcos Silva,Loja Física,5,4
834,2025-07-22,Srta. Cecília Freitas,F,21,Calça Jeans Skinny,Calça,36,Verde,1,163.36,Pix,RJ,Niterói,Marcos Silva,Loja Física,20,4
835,2025-06-08,Srta. Maria Julia Cavalcanti,F,23,Camiseta Básica,Blusa,P,Verde,1,137.45,Dinheiro,MG,Contagem,Fernanda Lima,Loja Física,20,4
836,2025-04-08,Carolina Moreira,M,43,Bermuda Cargo,Calça,G,Rosa,1,168.19,Cartão Crédito,MG,Belo Horizonte,Marcos Silva,Online,15,5
837,2025-06-30,Lorenzo Correia,M,26,Jaqueta Jeans,Casaco,G,Vermelho,3,268.88,Pix,RS,Porto Alegre,Renata Souza,Loja Física,5,4
838,2025-12-15,Luiza Souza,F,26,Bermuda Cargo,Calça,G,Amarelo,3,165.19,Pix,RJ,Niterói,Juliana Reis,Online,15,5
839,2025-07-10,Dr. Paulo Novaes,F,44,Saia Plissada,Saia,M,Cinza,2,166.54,Cartão Crédito,BA,Feira de Santana,Fernanda Lima,Online,0,5
840,2025-11-14,João Felipe Moraes,M,26,Macacão Longo,Macacão,G,Cinza,1,205.12,Pix,RS,Caxias do Sul,Lucas Pires,Online,0,5
841,2025-10-17,Mariane da Luz,F,36,Short Jeans,Calça,38,Azul,1,63.57,Pix,SP,Campinas,Juliana Reis,Online,20,5
842,2025-11-01,Rafaela Jesus,F,53,Bermuda Cargo,Calça,GG,Amarelo,3,177.61,Pix,SP,Santos,Fernanda Lima,Loja Física,5,5
843,2025-10-06,Maria Sophia Cardoso,F,25,Jaqueta Jeans,Casaco,M,Verde,3,297.19,Cartão Crédito,SP,Campinas,Lucas Pires,Loja Física,20,5
844,2025-06-29,Ian Costa,M,43,Bermuda Cargo,Calça,GG,Preto,1,100.97,Cartão Crédito,BA,Salvador,Lucas Pires,Online,20,4
845,2025-01-05,Carlos Eduardo da Mata,F,45,Jaqueta Jeans,Casaco,P,Bege,2,255.32,Cartão Débito,BA,Vitória da Conquista,Lucas Pires,Loja Física,20,3
846,2025-03-04,Srta. Maitê Nogueira,M,36,Vestido Floral,Vestido,P,Bege,3,224.81,Cartão Crédito,RJ,Niterói,Renata Souza,Online,15,4
847,2025-06-09,Beatriz Nogueira,F,19,Calça Jeans Skinny,Calça,42,Vermelho,3,249.86,Dinheiro,BA,Feira de Santana,Juliana Reis,Loja Física,15,5
848,2025-06-27,Luigi Teixeira,M,26,Camiseta Básica,Blusa,G,Azul,3,212.51,Pix,RS,Caxias do Sul,Juliana Reis,Online,0,3
849,2025-05-29,Camila da Cunha,F,29,Jaqueta Jeans,Casaco,M,Bege,3,102.6,Cartão Débito,RS,Caxias do Sul,Marcos Silva,Online,20,4
850,2025-02-01,Daniel da Mata,F,54,Jaqueta Jeans,Casaco,M,Verde,2,66.95,Pix,BA,Feira de Santana,Renata Souza,Online,15,3
851,2025-10-02,Mariane Barros,F,28,Saia Plissada,Saia,G,Amarelo,2,196.02,Cartão Débito,BA,Salvador,Lucas Pires,Loja Física,0,4
852,2025-03-22,Sr. Luigi Cunha,M,22,Blazer Feminino,Casaco,M,Rosa,3,248.8,Cartão Crédito,SP,São Paulo,Renata Souza,Online,15,3
853,2025-01-28,Maria Eduarda Santos,F,46,Bermuda Cargo,Calça,G,Cinza,3,207.72,Pix,SP,São Paulo,Fernanda Lima,Loja Física,10,4
854,2025-01-22,Júlia Rodrigues,F,23,Blazer Feminino,Casaco,M,Verde,1,100.2,Pix,RJ,Niterói,Lucas Pires,Loja Física,20,4
855,2025-01-12,Sra. Luiza da Cunha,M,30,Jaqueta Jeans,Casaco,P,Cinza,2,191.97,Cartão Débito,SP,Campinas,Renata Souza,Online,5,5
856,2025-09-23,Alice das Neves,F,54,Saia Plissada,Saia,G,Bege,1,250.3,Cartão Crédito,BA,Feira de Santana,Fernanda Lima,Online,15,3
857,2025-02-11,Guilherme das Neves,M,42,Blazer Feminino,Casaco,P,Azul,3,185.03,Dinheiro,SP,São Paulo,Lucas Pires,Loja Física,10,5
858,2025-01-07,Davi Luiz Ramos,M,57,Bermuda Cargo,Calça,GG,Amarelo,1,263.2,Cartão Crédito,RS,Pelotas,Renata Souza,Loja Física,10,5
859,2025-02-18,Sra. Maria Clara Silva,F,31,Calça Jeans Skinny,Calça,36,Azul,2,155.25,Pix,RJ,Niterói,Marcos Silva,Loja Física,0,4
860,2025-05-08,Ana Sophia Fogaça,M,56,Bermuda Cargo,Calça,GG,Amarelo,3,258.65,Pix,SP,Campinas,Lucas Pires,Online,0,5
861,2025-02-23,Isabelly Viana,M,48,Calça Jeans Skinny,Calça,36,Preto,1,174.05,Dinheiro,RJ,Petrópolis,Fernanda Lima,Loja Física,10,5
862,2025-11-25,Vitor Hugo Pires,F,42,Camiseta Básica,Blusa,M,Bege,3,264.97,Pix,SP,Santos,Fernanda Lima,Online,15,5
863,2025-06-05,Kevin Cavalcanti,F,39,Short Jeans,Calça,36,Preto,2,79.4,Pix,RS,Caxias do Sul,Lucas Pires,Loja Física,10,4
864,2025-06-16,Sophia Farias,F,33,Macacão Longo,Macacão,P,Rosa,2,236.77,Cartão Crédito,RS,Pelotas,Lucas Pires,Loja Física,0,3
865,2025-11-16,Levi Ferreira,M,48,Jaqueta Jeans,Casaco,M,Azul,2,137.32,Cartão Crédito,RJ,Niterói,Lucas Pires,Loja Física,5,4
866,2025-12-24,Leonardo Costa,M,41,Short Jeans,Calça,36,Jeans,3,233.7,Pix,MG,Belo Horizonte,Marcos Silva,Loja Física,15,5
867,2025-05-18,Emanuel Monteiro,M,35,Calça Jeans Skinny,Calça,40,Bege,3,75.99,Cartão Crédito,MG,Uberlândia,Fernanda Lima,Loja Física,20,5
868,2025-08-03,Dra. Marina Pereira,F,33,Short Jeans,Calça,36,Verde,3,188.14,Pix,SP,Campinas,Juliana Reis,Loja Física,5,3
869,2025-04-22,Beatriz da Rocha,M,49,Camiseta Básica,Blusa,G,Verde,3,145.94,Cartão Crédito,SP,São Paulo,Juliana Reis,Online,10,4
870,2025-12-24,Benício Monteiro,F,52,Vestido Floral,Vestido,P,Vermelho,1,214.88,Dinheiro,RS,Porto Alegre,Lucas Pires,Online,10,5
871,2025-04-21,Noah Teixeira,F,24,Calça Jeans Skinny,Calça,38,Azul,2,231.35,Boleto,RS,Caxias do Sul,Juliana Reis,Online,15,5
872,2025-10-23,Dr. Gustavo Fogaça,M,47,Short Jeans,Calça,38,Vermelho,3,229.71,Cartão Débito,RS,Caxias do Sul,Fernanda Lima,Loja Física,5,4
873,2025-02-17,Nicole Castro,M,41,Calça Jeans Skinny,Calça,36,Rosa,3,123.86,Dinheiro,RS,Caxias do Sul,Marcos Silva,Loja Física,0,3
874,2025-10-02,Ana Carolina Freitas,M,18,Macacão Longo,Macacão,G,Cinza,2,261.8,Pix,BA,Feira de Santana,Lucas Pires,Online,0,4
875,2025-01-30,Ana Costela,M,22,Short Jeans,Calça,36,Vermelho,1,194.79,Pix,SP,Campinas,Fernanda Lima,Online,20,5
876,2025-08-30,Theo Martins,F,32,Calça Jeans Skinny,Calça,40,Jeans,1,106.75,Cartão Crédito,RJ,Rio de Janeiro,Lucas Pires,Loja Física,20,5
877,2025-06-20,Vitor Hugo Novaes,M,19,Blazer Feminino,Casaco,G,Cinza,1,188.25,Dinheiro,RJ,Rio de Janeiro,Renata Souza,Loja Física,10,5
878,2025-06-06,Murilo Fogaça,F,38,Saia Plissada,Saia,P,Preto,3,160.85,Boleto,RS,Porto Alegre,Marcos Silva,Online,5,3
879,2025-10-16,Isis Porto,M,48,Camisa Social,Blusa,G,Branco,1,131.54,Dinheiro,MG,Uberlândia,Renata Souza,Loja Física,15,3
880,2025-06-11,Vitória Carvalho,M,31,Camiseta Básica,Blusa,G,Branco,3,56.28,Pix,RS,Porto Alegre,Renata Souza,Loja Física,10,5
881,2025-12-16,Sofia Freitas,M,52,Jaqueta Jeans,Casaco,M,Preto,1,289.56,Cartão Crédito,RJ,Petrópolis,Renata Souza,Loja Física,20,5
882,2025-03-24,Dr. Luigi Martins,M,33,Short Jeans,Calça,40,Jeans,2,117.2,Dinheiro,RS,Caxias do Sul,Fernanda Lima,Online,5,4
883,2025-09-11,Yago Carvalho,M,53,Bermuda Cargo,Calça,GG,Rosa,2,233.1,Boleto,BA,Feira de Santana,Lucas Pires,Online,0,5
884,2025-11-25,Maysa Moraes,M,55,Macacão Longo,Macacão,P,Jeans,2,107.34,Cartão Débito,RJ,Petrópolis,Renata Souza,Online,5,5
885,2025-11-26,Luiz Otávio Novaes,M,58,Saia Plissada,Saia,M,Preto,1,152.03,Cartão Débito,RS,Porto Alegre,Fernanda Lima,Online,20,3
886,2025-07-21,Clara Sales,F,20,Bermuda Cargo,Calça,G,Verde,3,227.75,Pix,BA,Vitória da Conquista,Lucas Pires,Loja Física,0,5
887,2025-06-19,Dr. Joaquim Vieira,F,36,Jaqueta Jeans,Casaco,G,Bege,2,275.97,Cartão Crédito,MG,Belo Horizonte,Marcos Silva,Online,15,5
888,2025-12-07,Miguel Rodrigues,M,45,Macacão Longo,Macacão,P,Azul,1,234.59,Dinheiro,MG,Uberlândia,Juliana Reis,Loja Física,15,5
889,2025-06-23,Sr. Augusto Castro,M,42,Macacão Longo,Macacão,G,Preto,1,273.8,Dinheiro,RS,Pelotas,Juliana Reis,Loja Física,10,5
890,2025-06-05,Alexia Costa,M,36,Macacão Longo,Macacão,M,Preto,1,124.24,Dinheiro,MG,Belo Horizonte,Juliana Reis,Online,20,5
891,2025-04-22,Leonardo Ramos,F,40,Jaqueta Jeans,Casaco,P,Rosa,2,179.68,Dinheiro,RS,Pelotas,Fernanda Lima,Loja Física,10,4
892,2025-03-29,Catarina Costela,F,60,Blazer Feminino,Casaco,M,Rosa,1,122.02,Dinheiro,MG,Contagem,Fernanda Lima,Loja Física,0,4
893,2025-07-15,Fernanda da Cruz,F,49,Short Jeans,Calça,36,Azul,3,275.54,Cartão Crédito,RS,Pelotas,Marcos Silva,Loja Física,5,4
894,2025-03-24,Bryan Moreira,F,46,Macacão Longo,Macacão,M,Jeans,3,81.44,Pix,BA,Feira de Santana,Juliana Reis,Online,0,3
895,2025-04-12,João Lucas da Cunha,M,28,Jaqueta Jeans,Casaco,M,Preto,2,250.81,Boleto,RJ,Petrópolis,Marcos Silva,Online,0,4
896,2025-06-21,Marina Lima,M,30,Short Jeans,Calça,40,Preto,3,221.88,Boleto,SP,Campinas,Lucas Pires,Loja Física,0,4
897,2025-07-31,Srta. Lara Carvalho,F,49,Macacão Longo,Macacão,M,Rosa,3,98.82,Dinheiro,BA,Salvador,Fernanda Lima,Loja Física,15,5
898,2025-09-07,Alexandre da Rosa,F,29,Bermuda Cargo,Calça,GG,Rosa,1,158.48,Cartão Crédito,BA,Vitória da Conquista,Juliana Reis,Online,20,5
899,2025-01-18,Cauê das Neves,M,60,Macacão Longo,Macacão,P,Cinza,2,182.52,Pix,RJ,Niterói,Juliana Reis,Online,5,5
900,2025-12-06,Laura Alves,M,33,Short Jeans,Calça,38,Verde,1,104.63,Pix,MG,Uberlândia,Lucas Pires,Loja Física,15,4
901,2025-02-06,Sra. Ana Vitória Pereira,M,33,Saia Plissada,Saia,G,Preto,2,224.14,Cartão Crédito,RJ,Niterói,Marcos Silva,Online,15,5
902,2025-12-01,Lucca Cardoso,M,45,Camisa Social,Blusa,P,Bege,2,115.3,Pix,MG,Uberlândia,Marcos Silva,Loja Física,15,4
903,2025-09-01,Ana Laura Cavalcanti,F,58,Vestido Floral,Vestido,M,Azul,2,161.81,Cartão Crédito,RJ,Petrópolis,Renata Souza,Online,5,3
904,2025-07-23,Dr. Heitor Cunha,F,59,Short Jeans,Calça,36,Azul,2,72.46,Cartão Crédito,MG,Uberlândia,Renata Souza,Loja Física,20,4
905,2025-01-28,Pedro da Conceição,M,39,Vestido Floral,Vestido,P,Bege,2,264.83,Pix,RJ,Niterói,Fernanda Lima,Loja Física,5,5
906,2025-06-20,Maria Fernanda Alves,M,37,Camiseta Básica,Blusa,P,Bege,1,175.27,Cartão Crédito,BA,Salvador,Fernanda Lima,Loja Física,5,3
907,2025-12-10,Bárbara Pires,F,50,Bermuda Cargo,Calça,G,Vermelho,1,254.47,Pix,MG,Belo Horizonte,Lucas Pires,Loja Física,0,5
908,2025-08-10,Srta. Marina da Costa,M,38,Short Jeans,Calça,40,Branco,1,233.87,Pix,BA,Salvador,Renata Souza,Loja Física,20,4
909,2025-11-24,Mariana Pires,M,45,Blazer Feminino,Casaco,P,Preto,2,292.22,Cartão Crédito,RS,Caxias do Sul,Fernanda Lima,Online,15,5
910,2025-10-23,Bryan Castro,M,52,Blazer Feminino,Casaco,M,Bege,3,111.05,Cartão Crédito,SP,Campinas,Juliana Reis,Loja Física,15,5
911,2025-05-27,Nicolas Nogueira,M,27,Camiseta Básica,Blusa,GG,Rosa,2,142.36,Cartão Crédito,RS,Porto Alegre,Lucas Pires,Loja Física,10,4
912,2025-05-05,Gabrielly Cunha,F,21,Blazer Feminino,Casaco,G,Rosa,1,85.23,Pix,RS,Caxias do Sul,Marcos Silva,Online,20,4
913,2025-10-12,Pedro Cardoso,M,31,Saia Plissada,Saia,P,Azul,2,222.15,Boleto,RS,Caxias do Sul,Juliana Reis,Online,0,4
914,2025-08-21,Maria Vitória Gomes,F,45,Vestido Floral,Vestido,M,Jeans,3,170.65,Cartão Crédito,RS,Pelotas,Juliana Reis,Loja Física,0,5
915,2025-11-16,Srta. Mirella Jesus,M,28,Jaqueta Jeans,Casaco,G,Preto,1,99.24,Boleto,SP,São Paulo,Juliana Reis,Loja Física,15,5
916,2025-07-15,Maria Silva,M,57,Short Jeans,Calça,38,Vermelho,1,124.09,Dinheiro,BA,Feira de Santana,Renata Souza,Loja Física,10,3
917,2025-11-22,Sra. Evelyn Barros,M,48,Short Jeans,Calça,40,Rosa,3,287.9,Pix,MG,Contagem,Fernanda Lima,Online,20,5
918,2025-03-31,Luiz Felipe Nogueira,F,27,Jaqueta Jeans,Casaco,P,Bege,3,257.25,Pix,SP,Campinas,Lucas Pires,Loja Física,15,4
919,2025-09-17,Luiz Felipe Cardoso,M,56,Vestido Floral,Vestido,P,Preto,3,164.55,Cartão Débito,SP,São Paulo,Lucas Pires,Online,20,5
920,2025-03-17,João Guilherme Lopes,M,57,Vestido Floral,Vestido,M,Azul,1,118.55,Pix,BA,Vitória da Conquista,Marcos Silva,Loja Física,10,3
921,2025-04-17,Maria Fernanda Peixoto,M,39,Jaqueta Jeans,Casaco,P,Rosa,2,94.48,Boleto,RS,Porto Alegre,Renata Souza,Online,5,5
922,2025-10-01,Nina da Luz,F,27,Macacão Longo,Macacão,G,Jeans,1,91.92,Cartão Débito,RJ,Rio de Janeiro,Juliana Reis,Loja Física,0,4
923,2025-08-19,Stella Cardoso,F,33,Camiseta Básica,Blusa,M,Bege,2,156.25,Boleto,BA,Feira de Santana,Juliana Reis,Online,10,5
924,2025-03-07,Ana Clara Alves,F,58,Blazer Feminino,Casaco,M,Verde,3,129.14,Dinheiro,SP,Santos,Fernanda Lima,Online,5,5
925,2025-01-06,Augusto Caldeira,F,19,Blazer Feminino,Casaco,G,Verde,3,79.96,Dinheiro,BA,Vitória da Conquista,Juliana Reis,Online,10,5
926,2025-05-30,Lívia Gomes,F,46,Vestido Floral,Vestido,G,Bege,1,145.51,Dinheiro,RJ,Petrópolis,Renata Souza,Loja Física,0,3
927,2025-01-21,Dra. Stella Peixoto,M,20,Calça Jeans Skinny,Calça,40,Preto,2,278.85,Dinheiro,RS,Porto Alegre,Juliana Reis,Online,20,3
928,2025-10-08,Sra. Ana Júlia Teixeira,M,29,Calça Jeans Skinny,Calça,40,Azul,3,255.73,Pix,BA,Vitória da Conquista,Renata Souza,Loja Física,15,3
929,2025-08-25,Brenda Freitas,F,38,Camiseta Básica,Blusa,M,Branco,1,70.61,Cartão Crédito,SP,São Paulo,Renata Souza,Online,15,5
930,2025-10-09,Bruno Silva,M,51,Vestido Floral,Vestido,G,Amarelo,3,54.07,Cartão Crédito,MG,Contagem,Juliana Reis,Online,5,5
931,2025-05-24,Davi Lucas Teixeira,M,20,Camiseta Básica,Blusa,P,Rosa,3,86.78,Dinheiro,MG,Belo Horizonte,Renata Souza,Loja Física,5,5
932,2025-03-06,Maria Sophia Campos,M,54,Camisa Social,Blusa,M,Azul,2,118.34,Cartão Crédito,MG,Belo Horizonte,Renata Souza,Online,10,3
933,2025-07-15,Sra. Sabrina Duarte,F,58,Bermuda Cargo,Calça,M,Preto,1,129.28,Dinheiro,SP,São Paulo,Juliana Reis,Loja Física,0,5
934,2025-02-04,Bryan Pinto,M,36,Vestido Floral,Vestido,M,Rosa,3,238.86,Cartão Débito,RJ,Niterói,Marcos Silva,Loja Física,0,5
935,2025-03-29,Mariana Caldeira,M,34,Camisa Social,Blusa,M,Rosa,2,270.79,Cartão Crédito,RJ,Niterói,Juliana Reis,Online,10,5
936,2025-08-25,Sarah da Luz,M,27,Saia Plissada,Saia,G,Bege,2,257.28,Boleto,RJ,Rio de Janeiro,Renata Souza,Loja Física,20,5
937,2025-01-02,Thales Cunha,F,50,Camisa Social,Blusa,G,Verde,1,135.45,Cartão Débito,RS,Pelotas,Marcos Silva,Loja Física,10,4
938,2025-11-29,Davi Lucca Sales,M,41,Camiseta Básica,Blusa,P,Bege,3,207.68,Boleto,BA,Salvador,Juliana Reis,Loja Física,15,4
939,2025-08-08,Manuela Ferreira,F,29,Bermuda Cargo,Calça,GG,Cinza,1,89.59,Dinheiro,BA,Feira de Santana,Marcos Silva,Loja Física,10,4
940,2025-07-19,Sr. Vinicius Fogaça,M,48,Jaqueta Jeans,Casaco,P,Jeans,3,164.01,Cartão Débito,RS,Pelotas,Marcos Silva,Online,15,5
941,2025-08-30,Vitor Araújo,M,45,Blazer Feminino,Casaco,G,Vermelho,2,59.93,Dinheiro,RJ,Petrópolis,Renata Souza,Online,0,5
942,2025-11-21,Emanuelly Souza,F,26,Jaqueta Jeans,Casaco,G,Branco,2,271.55,Dinheiro,RS,Porto Alegre,Lucas Pires,Loja Física,20,4
943,2025-12-13,Theo Cardoso,F,29,Jaqueta Jeans,Casaco,M,Jeans,2,91.24,Dinheiro,SP,Santos,Marcos Silva,Loja Física,5,4
944,2025-01-19,Maitê Moreira,M,28,Vestido Floral,Vestido,M,Preto,3,111.08,Dinheiro,RS,Caxias do Sul,Lucas Pires,Online,0,5
945,2025-09-19,Maria Fernanda da Cunha,F,42,Camisa Social,Blusa,M,Jeans,3,143.97,Cartão Débito,BA,Vitória da Conquista,Marcos Silva,Loja Física,5,4
946,2025-11-23,Fernando Cavalcanti,F,32,Saia Plissada,Saia,M,Vermelho,3,148.36,Boleto,SP,Campinas,Fernanda Lima,Loja Física,15,4
947,2025-10-15,Nicole Correia,F,49,Saia Plissada,Saia,G,Azul,3,199.69,Cartão Débito,BA,Salvador,Lucas Pires,Loja Física,5,4
948,2025-01-09,Dra. Agatha Barbosa,M,48,Bermuda Cargo,Calça,G,Vermelho,3,94.87,Cartão Crédito,RJ,Niterói,Marcos Silva,Online,10,4
949,2025-05-17,Felipe Barbosa,F,28,Camisa Social,Blusa,P,Jeans,1,136.47,Dinheiro,SP,Santos,Fernanda Lima,Online,15,5
950,2025-05-20,Dr. Davi Lucas da Luz,F,56,Camiseta Básica,Blusa,GG,Vermelho,2,242.74,Pix,MG,Uberlândia,Renata Souza,Online,10,5
951,2025-05-03,Marcos Vinicius Peixoto,F,27,Saia Plissada,Saia,G,Cinza,1,246.27,Cartão Crédito,BA,Vitória da Conquista,Marcos Silva,Online,15,4
